fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,is_minimal_switch,run_precision,is_minimal_switch_ahead
1,1.0,0.0,1,6.131516105931111,47.31501999407917,8,0.010054,0.7426537130417628,98.7095773850045,0.291037028533768,6.367124814993047,21.87737019949093,0.899113699310286,0.9999999999999942,1.000000232190989,0.999999999999999,0.02696,0.1141754385964912,0.064,1.7839912280701755,0.2631578947368421,0.0293333333333333,8.971291866028709,0.3703684210526315,0.0395263157894736,9.37017310252996,0.200015,5.673540863040609e-06,9.073550736966454e-06,1.0413928255016837e-05,5.680747655205241e-05,6.006283965030882e-05,9.60170865883284e-05,0.000109659240478,0.0005146071356135,-0.9521206940166912,-0.952117456778564,-0.9521161805701506,-0.9520720080621335,-0.0865067379000096,-0.0865036274285696,-0.0865024472194519,-0.0864674143938533,0.015479,0.5922589494350011,0.7657657657657654,1.6604286571875295e-05,-2.477477477477477,0.5093333333333333,0.470913,0.9462212483198094,0.9345554120542364,0.98652201677773,0.2057138303373056,-0.0994989802104345,0.138382,True,0.0,True
1,1.0,1.0,1,5.376644621474433,32.58755514600437,7,0.009077,0.7429549784651341,101.150699261869,1.4343073238271469,5.499112999867899,3.833985163789497,0.8547192073985128,0.9999999999999888,1.000000136078051,0.999999999999996,0.028598,0.0863508771929824,0.0733333333333333,1.1775119617224878,0.2828947368421053,0.0399298245614035,7.084797891036908,0.400719298245614,0.0461052631578947,8.691400304414003,0.19202,6.1662390830093215e-06,6.1662390830093215e-06,9.665811894311965e-06,4.082975448303562e-05,5.06228997642694e-05,5.06228997642694e-05,7.864969444433464e-05,0.0002636315367687,-0.8804235620184021,-0.8804235620184021,-0.880420480893043,-0.8803930432545155,-0.1063726538652652,-0.1063726538652652,-0.1063696724298068,-0.1063499944241642,0.01381,0.5474629834971309,0.6456456456456453,1.514189325304352e-05,-2.197197197197197,0.4306666666666666,0.476174,0.9424314731785248,0.9429231063554268,0.986410343524919,0.2182188575586561,-0.0994405677628872,0.175396,True,0.0,True
1,1.0,2.0,1,6.792150899651627,54.927066185344906,7,0.009881,0.6640178213213991,97.03417842719114,2.527894760850607,4.372254489622812,1.7296030504654392,0.8678433609260126,0.9999999999999938,1.0000002272671358,0.9999999999999988,0.018322,0.1049473684210526,0.0613333333333333,1.7110983981693366,0.2644736842105263,0.032,8.264802631578949,0.3834912280701754,0.0397017543859649,9.659301811754307,0.193079,8.035753755563116e-06,8.035753755563116e-06,1.2877828744683572e-05,6.381314271823527e-05,0.0001087448267965,0.0001087448267965,0.0001677061850973,0.000700653590184,-0.7718819500588426,-0.7718819500588426,-0.7718782125185237,-0.7718388961531104,-0.0559300266552264,-0.0559300266552264,-0.0559267285862371,-0.0558969175818722,0.019113,0.5189870677562606,0.5855855855855853,0.0007275483529196,-2.537537537537537,0.452,0.467084,0.9717960128470504,0.9602662938833796,0.9948963758345486,0.208818293356263,-0.115626843298486,0.166454,True,0.0,True
1,1.0,3.0,1,6.448738661507474,47.523378947287,8,0.009589,0.5096082512546773,96.56665087165143,1.8478027739320269,4.307211521702187,2.3309909382464387,0.762261112674318,0.9999999999999896,1.0000004149644652,0.999999999999998,0.027308,0.1047894736842105,0.076,1.378808864265928,0.275,0.048,5.729166666666667,0.4217017543859649,0.0527719298245614,7.991023936170214,0.192502,7.874363599171473e-06,7.874363599171473e-06,1.1846028521907051e-05,3.755986899773279e-05,5.891098529198501e-05,5.891098529198501e-05,8.998801645223508e-05,0.000273981240621,-0.683802351916833,-0.683802351916833,-0.6837996360616322,-0.6837820527385805,-0.0881982585531351,-0.0881982585531351,-0.0881955174516247,-0.0881792886136106,0.014533,0.5694444411621288,0.5655655655655653,1.02358840974276e-05,-2.197197197197197,0.464,0.468788,0.9759913974121596,0.9648872020269792,0.9970941762288276,0.2231596718319381,-0.1147254528809098,0.170233,True,0.0,True
1,1.0,4.0,1,10.007146332832711,124.03866845074448,8,0.010571,0.6982768906644473,102.0978536993746,2.244063035135467,3.9158615913270367,1.7449873421628943,0.8921310381895052,0.9999999999999856,1.0000004254928363,0.9999999999999988,0.019271,0.1991754385964912,0.0533333333333333,3.734539473684211,0.2789298245614035,0.0466666666666666,5.977067669172932,0.4367017543859649,0.0435964912280701,10.016901408450703,0.202515,6.496939046839078e-06,6.496939046839078e-06,6.496939046839078e-06,1.685517807627764e-05,0.0001521477388679,0.0001521477388679,0.0001521477388679,0.0003838116738669,-0.5613932254632829,-0.5613932254632829,-0.5613932254632829,-0.5613874103802837,-0.0217953956995652,-0.0217953956995652,-0.0217953956995652,-0.0217903457240902,0.013008,0.5821714182652394,0.5055055055055053,1.514189325304352e-05,-2.8178178178178173,0.4390934844192634,0.443898,0.9817099009759064,0.9707856549207006,0.998416277916934,0.332801665529351,-0.0652563615682505,0.25111,True,0.0,True
1,1.0,5.0,1,8.573437413581573,90.03376331848202,7,0.010461,0.5959831104505866,100.64492412023289,0.8445242894931231,3.756612204006761,4.448199123155416,0.8129812080965018,0.99999999999999,1.0000002355280602,0.9999999999999986,0.016122,0.1155087719298245,0.0613333333333333,1.8832951945080088,0.2736842105263158,0.048,5.701754385964914,0.386,0.0502280701754386,7.68494586098498,0.192716,1.8904138178131752e-05,2.545618236762507e-05,4.375594643381355e-05,0.0002545625885441,0.0001683428503292,0.0002229031459271,0.0003863178211263,0.002113948615036,-0.6647734289493751,-0.6647690732421517,-0.6647569078152676,-0.664616766511696,-0.0737042561760911,-0.0737002341730118,-0.0736881877880052,-0.0735608326060589,0.01358,0.5665169609341035,0.5655655655655653,5.504789807854968e-05,-2.477477477477477,0.48,0.47233,0.9492606290730932,0.9465108258661212,0.9927699652548316,0.1441208680044383,-0.0900151771885345,0.100614,True,0.0,True
1,1.0,6.0,1,5.2965542207098535,31.18031728947397,5,0.007962,0.778878456023878,101.95766594878444,0.1829716446105411,6.045108103569707,33.03849684707618,0.8324686470990468,0.9999999999999872,1.000000374128711,0.9999999999999968,0.02376,0.109,0.0426666666666666,2.5546875000000004,0.2592105263157894,0.0466491228070175,5.556600225648739,0.4076140350877192,0.0342807017543859,11.89048106448311,0.192797,6.256825912364306e-06,6.256825912364306e-06,6.256825912364306e-06,4.094243462812588e-05,0.0001424794049369,0.0001424794049369,0.0001424794049369,0.0008011269236614,-0.8230239636680617,-0.8230239636680617,-0.8230239636680617,-0.8229954164022789,-0.0357826663479971,-0.0357826663479971,-0.0357826663479971,-0.035759094825137,0.014464,0.5849828041053101,0.7457457457457454,1.3808297652180924e-05,-2.437437437437437,0.4392523364485981,0.494307,0.9550872927936944,0.9456693087085376,0.9877224975492732,0.246575148353311,-0.1130519006000919,0.191313,True,0.0,True
1,1.0,7.0,1,5.526026854076001,34.72339469706198,7,0.009295,0.3860308174540968,96.23326407229897,0.237807818831234,3.2447454317064555,13.644401801646254,0.5720225722564523,0.9999999999999838,1.000000418996286,0.9999999999999984,0.020008,0.1753508771929824,0.0546666666666666,3.207637997432606,0.2618421052631579,0.0332631578947368,7.871835443037976,0.3862456140350876,0.0488421052631578,7.908045977011493,0.192655,6.846646079274912e-06,6.846646079274912e-06,6.846646079274912e-06,2.173476469400503e-05,0.0001338860525901,0.0001338860525901,0.0001338860525901,0.0003259945695667,-0.5880806669073987,-0.5880806669073987,-0.5880806669073987,-0.5880719114327291,-0.0279428391438317,-0.0279428391438317,-0.0279428391438317,-0.0279374703676394,0.014694,0.5637150148780908,0.5855855855855853,1.7387624002162504e-05,-2.617617617617617,0.4476584022038568,0.459674,0.9769743685700696,0.9689315275919154,0.9946829695313724,0.3041193105273482,-0.1059497506638386,0.23837,True,0.0,True
1,1.0,8.0,1,8.09678732136531,86.56435165605906,8,0.010322,0.6395527104292595,96.16456109957332,1.7667285666554604,4.959213218614916,2.8070034708291662,0.8716517345367579,0.9999999999999932,1.0000003076752857,0.9999999999999992,0.019118,0.184438596491228,0.0613333333333333,3.007151029748284,0.2868245614035087,0.0253333333333333,11.32202216066482,0.4472105263157894,0.0434736842105263,10.286924939467312,0.192902,5.817672329853953e-06,5.817672329853953e-06,5.817672329853953e-06,1.865173602549852e-05,7.181618873959808e-05,7.181618873959808e-05,7.181618873959808e-05,0.0002288430055257,-0.6860066411122577,-0.6860066411122577,-0.6860066411122577,-0.6859978368081094,-0.0502016662535759,-0.0502016662535759,-0.0502016662535759,-0.0501937826795585,0.014322,0.5480434871224814,0.7457457457457454,1.259215613694151e-05,-2.157157157157157,0.4336525307797537,0.45328,0.9576973777239708,0.9532561181600387,0.9919910898863948,0.2887112173164836,-0.100931671437069,0.230447,True,0.0,True
1,1.0,9.0,1,7.089277325385492,62.24251584048318,7,0.009964,0.7278473950859243,98.63771015064803,0.1096828890918795,5.155682845411515,47.00535232157027,0.9087142670138404,0.9999999999999905,1.000000167129329,0.9999999999999984,0.018092,0.1128421052631579,0.072,1.5672514619883042,0.275,0.0359824561403508,7.6426133593369086,0.3980877192982456,0.0381929824561403,10.423059255856684,0.192232,7.854081470735863e-06,7.854081470735863e-06,1.3493378306186368e-05,4.882628960759069e-05,6.090706493138667e-05,6.090706493138667e-05,0.0001008851530061,0.0003412830770984,-0.8004475052149294,-0.8004475052149294,-0.8004429912183929,-0.8004147088555578,-0.1025269833766631,-0.1025269833766631,-0.1025228842942286,-0.1024982355189768,0.014668,0.6128037407090869,0.5455455455455454,1.3186214013947486e-05,-2.437437437437437,0.4666666666666667,0.464532,0.952727889730008,0.9413593723712702,0.9930259691588484,0.1960710442538448,-0.10410686288775,0.143856,True,0.0,True
